38.731,38.264,37.807,37.361,36.924,36.498,36.081,35.673,35.275,34.886,34.505,34.133,33.77,33.415,33.068,32.728,32.397,32.074,31.757,31.449,31.147,30.852,30.565,30.284,30.009,29.741,29.48,29.225,28.975,28.732,28.495,28.263,28.038,27.817,27.602,27.392,27.188,26.988,26.794,26.604,26.419,26.239,26.063,25.892,25.726,25.564,25.406,25.252,25.102,24.956,24.814,24.676,24.541,24.41,24.283,24.16,24.04,23.923,23.809,23.699,23.592,23.488,23.388,23.29,23.195,23.103,23.014,22.927,22.844,22.762,22.684,22.608,22.534,22.463,22.395,22.328,22.264,22.202,22.143,22.085,22.03,21.976,21.925,21.876,21.828,21.783,21.739,21.697,21.657,21.618,21.581,21.546,21.512,21.481,21.451,21.422,21.394,21.368,21.343,21.32,21.298,21.278,21.259,21.241,21.224,21.208,21.194,21.181,21.169,21.158,21.148,21.139,21.131,21.124,21.118,21.113,21.109,21.106,21.103,21.102,21.101,21.101,21.103,21.104,21.107,21.111,21.114,21.119,21.125,21.131,21.137,21.144,21.152,21.161,21.17,21.18,21.19,21.2,21.212,21.223,21.236,21.249,21.262,21.275,21.289,21.304,21.319,21.334,21.35,21.366
38.748,38.281,37.823,37.376,36.939,36.512,36.095,35.686,35.287,34.898,34.517,34.144,33.78,33.424,33.076,32.737,32.405,32.081,31.764,31.454,31.152,30.857,30.568,30.287,30.012,29.743,29.481,29.225,28.975,28.732,28.494,28.262,28.035,27.814,27.598,27.388,27.182,26.982,26.787,26.597,26.411,26.23,26.054,25.882,25.715,25.552,25.394,25.239,25.089,24.942,24.8,24.661,24.526,24.395,24.267,24.143,24.022,23.905,23.791,23.68,23.573,23.468,23.367,23.269,23.173,23.081,22.991,22.904,22.82,22.738,22.659,22.583,22.509,22.437,22.368,22.301,22.237,22.175,22.114,22.057,22.001,21.947,21.895,21.845,21.798,21.751,21.707,21.665,21.625,21.586,21.549,21.513,21.479,21.447,21.416,21.387,21.36,21.333,21.308,21.285,21.263,21.241,21.222,21.204,21.187,21.171,21.157,21.143,21.131,21.12,21.109,21.1,21.092,21.085,21.079,21.074,21.069,21.066,21.064,21.062,21.061,21.061,21.062,21.064,21.066,21.07,21.074,21.078,21.083,21.089,21.095,21.103,21.111,21.119,21.129,21.138,21.148,21.159,21.17,21.182,21.194,21.207,21.22,21.234,21.248,21.262,21.277,21.292,21.308,21.324
38.766,38.298,37.84,37.392,36.955,36.527,36.109,35.7,35.301,34.91,34.529,34.156,33.791,33.434,33.086,32.746,32.413,32.088,31.771,31.461,31.158,30.862,30.573,30.291,30.015,29.746,29.483,29.226,28.976,28.731,28.493,28.26,28.033,27.811,27.595,27.383,27.178,26.977,26.781,26.59,26.404,26.222,26.045,25.873,25.705,25.542,25.382,25.228,25.077,24.929,24.786,24.647,24.511,24.379,24.251,24.126,24.005,23.887,23.773,23.661,23.553,23.448,23.346,23.248,23.152,23.059,22.968,22.881,22.796,22.714,22.635,22.558,22.483,22.411,22.342,22.275,22.21,22.147,22.086,22.028,21.972,21.918,21.865,21.815,21.767,21.721,21.676,21.633,21.593,21.554,21.516,21.48,21.445,21.413,21.382,21.352,21.325,21.298,21.273,21.249,21.227,21.206,21.185,21.168,21.15,21.134,21.119,21.105,21.093,21.081,21.071,21.062,21.053,21.046,21.04,21.034,21.03,21.026,21.024,21.022,21.021,21.021,21.022,21.023,21.026,21.029,21.032,21.037,21.042,21.048,21.054,21.061,21.069,21.078,21.087,21.096,21.106,21.117,21.128,21.14,21.152,21.164,21.177,21.191,21.205,21.22,21.234,21.25,21.265,21.281
38.785,38.316,37.858,37.409,36.971,36.543,36.124,35.715,35.315,34.923,34.541,34.168,33.802,33.445,33.096,32.755,32.422,32.097,31.779,31.468,31.164,30.868,30.578,30.295,30.019,29.749,29.485,29.228,28.977,28.732,28.492,28.259,28.031,27.808,27.592,27.38,27.173,26.972,26.775,26.584,26.397,26.215,26.037,25.864,25.696,25.531,25.371,25.216,25.065,24.917,24.773,24.633,24.497,24.364,24.235,24.11,23.988,23.87,23.755,23.643,23.534,23.429,23.326,23.227,23.13,23.037,22.946,22.858,22.773,22.69,22.61,22.533,22.458,22.386,22.316,22.248,22.182,22.119,22.058,22,21.943,21.888,21.836,21.785,21.736,21.69,21.645,21.601,21.561,21.521,21.483,21.447,21.413,21.38,21.348,21.318,21.289,21.263,21.238,21.214,21.191,21.17,21.149,21.13,21.114,21.097,21.082,21.068,21.055,21.043,21.033,21.023,21.015,21.007,21.001,20.995,20.99,20.987,20.984,20.982,20.981,20.981,20.981,20.983,20.985,20.987,20.991,20.996,21.001,21.007,21.013,21.02,21.028,21.036,21.045,21.054,21.064,21.075,21.086,21.097,21.109,21.122,21.135,21.149,21.163,21.177,21.192,21.207,21.223,21.239
38.804,38.334,37.875,37.427,36.988,36.559,36.14,35.73,35.329,34.938,34.554,34.18,33.814,33.457,33.107,32.766,32.432,32.105,31.787,31.475,31.171,30.874,30.584,30.3,30.023,29.752,29.488,29.23,28.978,28.733,28.493,28.258,28.03,27.807,27.589,27.377,27.17,26.967,26.77,26.578,26.391,26.208,26.03,25.856,25.687,25.522,25.361,25.205,25.052,24.905,24.76,24.62,24.483,24.35,24.22,24.094,23.972,23.853,23.737,23.625,23.515,23.409,23.306,23.206,23.109,23.015,22.924,22.836,22.75,22.667,22.586,22.508,22.433,22.36,22.29,22.221,22.156,22.092,22.031,21.971,21.914,21.859,21.806,21.755,21.706,21.659,21.614,21.57,21.528,21.488,21.451,21.414,21.379,21.346,21.314,21.284,21.255,21.228,21.203,21.178,21.155,21.134,21.113,21.094,21.076,21.06,21.044,21.03,21.017,21.005,20.994,20.984,20.976,20.968,20.961,20.956,20.951,20.947,20.944,20.942,20.941,20.94,20.941,20.942,20.944,20.947,20.95,20.954,20.959,20.965,20.972,20.978,20.986,20.994,21.002,21.012,21.022,21.032,21.043,21.055,21.067,21.079,21.092,21.106,21.12,21.134,21.149,21.165,21.18,21.196
38.823,38.354,37.894,37.445,37.006,36.576,36.156,35.746,35.344,34.952,34.569,34.193,33.827,33.469,33.119,32.777,32.442,32.115,31.796,31.484,31.179,30.881,30.59,30.305,30.028,29.757,29.492,29.233,28.981,28.734,28.493,28.258,28.029,27.805,27.587,27.374,27.166,26.964,26.765,26.573,26.384,26.201,26.022,25.848,25.678,25.512,25.351,25.194,25.041,24.892,24.748,24.606,24.469,24.335,24.205,24.079,23.956,23.836,23.72,23.607,23.497,23.39,23.287,23.186,23.089,22.994,22.902,22.813,22.727,22.643,22.562,22.484,22.408,22.335,22.264,22.195,22.129,22.065,22.003,21.943,21.886,21.83,21.777,21.725,21.676,21.628,21.583,21.539,21.497,21.457,21.418,21.381,21.346,21.312,21.28,21.25,21.22,21.193,21.167,21.142,21.119,21.098,21.077,21.057,21.039,21.022,21.006,20.992,20.979,20.967,20.956,20.946,20.937,20.929,20.922,20.916,20.911,20.907,20.904,20.902,20.9,20.9,20.9,20.901,20.903,20.905,20.909,20.912,20.918,20.923,20.93,20.937,20.944,20.952,20.96,20.969,20.979,20.99,21.001,21.012,21.024,21.037,21.05,21.063,21.077,21.091,21.106,21.121,21.137,21.153
38.844,38.373,37.914,37.464,37.024,36.594,36.174,35.762,35.361,34.967,34.583,34.208,33.84,33.482,33.131,32.788,32.453,32.125,31.805,31.492,31.187,30.888,30.597,30.312,30.033,29.761,29.496,29.236,28.983,28.736,28.495,28.259,28.029,27.804,27.585,27.372,27.163,26.96,26.761,26.568,26.379,26.195,26.015,25.84,25.67,25.504,25.342,25.184,25.03,24.881,24.735,24.594,24.456,24.321,24.191,24.063,23.94,23.82,23.703,23.589,23.479,23.372,23.267,23.166,23.068,22.973,22.881,22.791,22.704,22.62,22.539,22.46,22.384,22.31,22.238,22.169,22.102,22.038,21.975,21.915,21.857,21.801,21.748,21.696,21.645,21.598,21.552,21.507,21.465,21.424,21.386,21.348,21.313,21.279,21.247,21.216,21.186,21.158,21.132,21.107,21.083,21.061,21.041,21.021,21.002,20.985,20.969,20.954,20.941,20.929,20.917,20.907,20.898,20.89,20.883,20.876,20.871,20.867,20.864,20.861,20.86,20.859,20.859,20.86,20.862,20.864,20.867,20.871,20.876,20.882,20.887,20.894,20.902,20.91,20.918,20.927,20.937,20.947,20.958,20.969,20.981,20.994,21.007,21.02,21.034,21.048,21.063,21.078,21.093,21.11
38.865,38.394,37.934,37.484,37.043,36.612,36.191,35.78,35.377,34.983,34.598,34.222,33.855,33.495,33.143,32.8,32.464,32.136,31.815,31.502,31.195,30.896,30.604,30.318,30.039,29.767,29.5,29.24,28.986,28.738,28.496,28.26,28.029,27.804,27.584,27.37,27.161,26.956,26.757,26.563,26.373,26.189,26.009,25.833,25.662,25.495,25.333,25.174,25.02,24.869,24.723,24.581,24.443,24.308,24.176,24.049,23.924,23.803,23.686,23.572,23.461,23.353,23.248,23.147,23.048,22.952,22.859,22.769,22.682,22.597,22.515,22.436,22.359,22.285,22.213,22.143,22.076,22.011,21.948,21.887,21.829,21.773,21.718,21.666,21.616,21.567,21.521,21.476,21.433,21.392,21.353,21.316,21.279,21.245,21.213,21.181,21.152,21.124,21.096,21.071,21.047,21.024,21.004,20.984,20.965,20.948,20.932,20.917,20.902,20.891,20.879,20.868,20.859,20.85,20.843,20.837,20.831,20.827,20.823,20.821,20.819,20.818,20.818,20.819,20.82,20.823,20.826,20.829,20.834,20.839,20.845,20.852,20.859,20.867,20.876,20.885,20.894,20.905,20.916,20.926,20.938,20.95,20.964,20.977,20.99,21.005,21.019,21.034,21.05,21.066
38.887,38.415,37.954,37.504,37.063,36.632,36.21,35.798,35.394,35,34.614,34.238,33.869,33.509,33.157,32.813,32.476,32.148,31.826,31.512,31.205,30.905,30.612,30.325,30.046,29.772,29.505,29.245,28.99,28.741,28.499,28.262,28.03,27.804,27.584,27.369,27.159,26.954,26.754,26.559,26.369,26.184,26.002,25.826,25.655,25.487,25.324,25.165,25.01,24.859,24.712,24.569,24.429,24.294,24.162,24.034,23.909,23.788,23.67,23.555,23.443,23.335,23.23,23.127,23.028,22.932,22.838,22.748,22.66,22.575,22.492,22.412,22.335,22.26,22.187,22.117,22.05,21.984,21.921,21.86,21.801,21.744,21.689,21.637,21.586,21.537,21.49,21.445,21.402,21.36,21.321,21.283,21.247,21.211,21.179,21.147,21.117,21.089,21.062,21.036,21.011,20.989,20.967,20.948,20.928,20.911,20.894,20.879,20.865,20.852,20.841,20.829,20.82,20.811,20.804,20.797,20.791,20.787,20.783,20.78,20.778,20.777,20.777,20.777,20.779,20.781,20.784,20.787,20.792,20.797,20.803,20.809,20.817,20.824,20.833,20.842,20.851,20.861,20.871,20.883,20.895,20.907,20.92,20.933,20.947,20.961,20.976,20.991,21.006,21.022
38.909,38.437,37.976,37.524,37.083,36.651,36.229,35.816,35.412,35.017,34.631,34.254,33.884,33.524,33.171,32.826,32.489,32.159,31.837,31.523,31.215,30.914,30.62,30.333,30.053,29.779,29.511,29.25,28.994,28.745,28.501,28.264,28.032,27.805,27.584,27.368,27.157,26.952,26.751,26.555,26.365,26.178,25.997,25.82,25.648,25.479,25.316,25.156,25,24.849,24.701,24.557,24.417,24.281,24.148,24.02,23.894,23.772,23.654,23.538,23.426,23.317,23.211,23.108,23.009,22.912,22.818,22.727,22.638,22.552,22.469,22.389,22.311,22.235,22.162,22.092,22.024,21.958,21.894,21.832,21.773,21.716,21.661,21.607,21.556,21.507,21.46,21.414,21.37,21.329,21.289,21.25,21.213,21.178,21.144,21.113,21.083,21.054,21.027,21.001,20.976,20.952,20.931,20.91,20.891,20.873,20.857,20.841,20.827,20.813,20.801,20.79,20.781,20.772,20.764,20.757,20.751,20.746,20.742,20.739,20.737,20.736,20.736,20.736,20.737,20.739,20.742,20.745,20.75,20.755,20.76,20.767,20.773,20.782,20.79,20.798,20.808,20.818,20.829,20.839,20.851,20.864,20.876,20.889,20.903,20.917,20.932,20.947,20.962,20.978
