0.001054381,0.000315046
0.878732469,2.853663502
1.836199473,0.000315046
1.91598839,1.968141567
2.953244312,0.000315046
3.830922399,0.984228307
5.027756155,3.050446154
5.027756155,0.689054328
6.862901247,3.050446154
6.862901247,1.869750241
6.862901247,0.098706372
8.93741309,1.869750241
9.974669012,0.787445655
10.8523471,0.000315046
11.96939194,2.066532893
11.96939194,0.885836981
11.96939194,-0.09807628
12.92685894,-0.196467606
14.92158187,1.968141567
16.03862671,1.771358915
16.83651588,5.116664001
16.99609371,2.952054828
17.8737718,5.018272675
17.95356072,3.837576762
18.75144989,4.723098697
18.91102772,6.100577261
18.91102772,5.313446653
19.86849473,5.018272675
21.78342873,8.953925717
21.94300657,20.9576675
22.02279549,13.87349202
22.98026249,7.87162113
23.06005141,29.71449551
23.85794058,18.00592771
23.93772949,5.805403283
24.73561866,28.1402343
24.81540758,15.84131854
24.8951965,10.23301296
24.97498542,17.90753639
25.77287459,26.36919043
25.77287459,24.99171186
25.8526635,15.84131854
26.88991942,23.90940728
26.96970834,25.18849452
26.96970834,19.87536291
27.76759751,27.94345165
27.92717535,30.20645214
27.92717535,29.02575623
28.1665421,24.20458126
28.1665421,22.92549402
28.80485343,18.79305832
28.96443127,28.1402343
29.36337585,27.35310369
30.08147611,28.04184297
