23.64,23.584,23.528,23.471,23.413,23.354,23.294,23.233,23.172,23.109,23.046,22.982,22.917,22.85,22.783,22.715,22.647,22.577,22.506,22.434,22.362,22.288,22.214,22.139,22.062,21.985,21.907,21.828,21.748,21.668,21.586,21.503,21.42,21.336,21.251,21.165,21.078,20.99,20.902,20.812,20.722,20.632,20.54,20.448,20.355,20.261,20.167,20.072,19.977,19.881,19.784,19.687,19.589,19.491,19.393,19.294,19.195,19.095,18.996,18.896,18.796,18.695,18.595,18.495,18.395,18.295,18.195,18.095,17.996,17.897,17.798,17.7,17.602,17.505,17.409,17.313,17.219,17.125,17.032,16.94,16.85,16.761,16.673,16.587,16.502,16.419,16.338,16.259,16.182,16.107,16.034,15.963,15.895,15.83,15.767,15.707,15.65,15.596,15.546,15.498,15.454,15.414,15.378,15.345,15.317,15.293,15.273,15.257,15.246,15.239,15.238,15.241,15.249,15.262,15.28,15.304,15.332,15.366,15.405,15.449,15.498,15.551,15.609,15.671,15.738,15.807,15.88,15.955,16.031,16.108,16.185,16.261,16.335,16.405,16.471,16.532,16.587,16.634,16.673,16.703,16.725,16.737,16.74,16.734,16.72,16.698,16.669,16.634,16.595,16.551,16.506,16.459,16.412,16.366,16.322,16.281,16.244,16.211,16.183,16.16,16.144,16.134,16.13,16.131,16.14,16.155,16.176,16.204,16.237,16.276,16.321,16.371,16.426,16.487,16.551,16.62,16.693,16.77,16.85,16.934,17.021,17.11,17.202,17.297,17.392,17.491,17.591,17.693,17.796,17.9,18.005,18.112,18.218,18.325,18.434,18.542,18.651,18.76,18.868,18.977,19.086,19.194,19.302,19.41,19.517,19.624,19.731,19.837,19.941,20.046,20.148,20.252,20.354,20.454,20.555,20.654,20.752,20.85,20.945,21.041,21.135,21.228,21.32,21.411,21.501,21.589,21.677,21.763,21.849,21.933,22.016,22.098,22.179,22.259,22.337,22.415,22.491,22.566,22.64,22.714,22.785,22.856,22.926,22.995,23.062,23.129,23.194,23.259,23.322,23.384,23.446,23.506,23.565,23.623,23.681,23.737,23.793,23.847,23.901,23.953,24.005,24.057,24.107,24.156,24.204,24.251,24.297,24.342,24.387,24.431,24.476,24.518,24.56,24.601,24.641,24.68,24.72,24.757,24.794,24.83,24.867,24.902,24.937,24.971,25.004,25.037,25.069,25.1,25.131,25.161,25.191,25.222,25.251,25.279,25.306,25.333,25.36,25.386,25.411,25.436
23.641,23.585,23.529,23.472,23.414,23.355,23.295,23.234,23.173,23.11,23.047,22.983,22.917,22.851,22.784,22.716,22.647,22.578,22.507,22.435,22.363,22.289,22.215,22.14,22.064,21.986,21.908,21.829,21.75,21.669,21.587,21.505,21.421,21.337,21.252,21.166,21.079,20.991,20.903,20.814,20.724,20.633,20.541,20.449,20.356,20.263,20.168,20.073,19.978,19.882,19.785,19.688,19.591,19.493,19.394,19.295,19.196,19.097,18.997,18.897,18.797,18.697,18.597,18.496,18.396,18.296,18.196,18.096,17.997,17.898,17.799,17.701,17.603,17.506,17.41,17.314,17.22,17.126,17.033,16.941,16.851,16.762,16.674,16.588,16.503,16.42,16.338,16.259,16.182,16.106,16.033,15.963,15.895,15.829,15.766,15.706,15.649,15.595,15.544,15.496,15.452,15.412,15.375,15.342,15.313,15.289,15.268,15.252,15.24,15.233,15.231,15.234,15.241,15.254,15.271,15.294,15.322,15.354,15.392,15.435,15.483,15.535,15.592,15.653,15.718,15.786,15.857,15.93,16.005,16.081,16.156,16.23,16.302,16.371,16.436,16.495,16.549,16.595,16.633,16.663,16.683,16.695,16.699,16.693,16.679,16.658,16.63,16.596,16.558,16.516,16.472,16.426,16.381,16.337,16.295,16.256,16.22,16.189,16.163,16.142,16.127,16.118,16.116,16.119,16.129,16.146,16.168,16.196,16.231,16.271,16.317,16.368,16.425,16.486,16.551,16.621,16.695,16.772,16.853,16.938,17.025,17.114,17.207,17.302,17.398,17.497,17.598,17.7,17.803,17.907,18.013,18.119,18.226,18.335,18.442,18.551,18.66,18.768,18.877,18.986,19.095,19.203,19.312,19.42,19.526,19.634,19.74,19.846,19.951,20.055,20.158,20.261,20.363,20.464,20.564,20.663,20.761,20.859,20.954,21.05,21.144,21.237,21.329,21.42,21.509,21.598,21.685,21.772,21.857,21.941,22.024,22.106,22.187,22.267,22.345,22.422,22.499,22.574,22.648,22.721,22.793,22.863,22.933,23.001,23.069,23.135,23.201,23.265,23.328,23.391,23.452,23.512,23.571,23.629,23.686,23.743,23.799,23.853,23.906,23.958,24.01,24.062,24.112,24.161,24.208,24.256,24.302,24.347,24.392,24.436,24.481,24.523,24.564,24.604,24.645,24.684,24.724,24.761,24.798,24.834,24.871,24.906,24.94,24.974,25.008,25.04,25.072,25.103,25.134,25.164,25.194,25.225,25.254,25.282,25.309,25.336,25.363,25.389,25.414,25.439
23.641,23.586,23.53,23.472,23.414,23.355,23.296,23.235,23.173,23.111,23.048,22.983,22.918,22.852,22.785,22.717,22.648,22.579,22.508,22.436,22.364,22.29,22.216,22.141,22.065,21.987,21.909,21.83,21.751,21.67,21.588,21.506,21.422,21.338,21.253,21.167,21.08,20.993,20.904,20.815,20.725,20.634,20.543,20.45,20.357,20.264,20.17,20.075,19.979,19.883,19.787,19.69,19.592,19.494,19.395,19.297,19.197,19.098,18.998,18.898,18.798,18.698,18.598,18.498,18.398,18.297,18.197,18.098,17.998,17.899,17.8,17.702,17.604,17.507,17.411,17.315,17.22,17.127,17.034,16.942,16.852,16.762,16.674,16.588,16.503,16.42,16.339,16.259,16.182,16.106,16.033,15.962,15.894,15.828,15.765,15.705,15.647,15.593,15.542,15.494,15.45,15.409,15.372,15.339,15.31,15.285,15.264,15.247,15.235,15.228,15.225,15.227,15.234,15.245,15.262,15.284,15.311,15.343,15.38,15.421,15.468,15.519,15.575,15.634,15.698,15.765,15.834,15.906,15.979,16.053,16.127,16.2,16.27,16.337,16.401,16.459,16.511,16.556,16.593,16.622,16.642,16.654,16.657,16.652,16.639,16.618,16.591,16.558,16.521,16.481,16.438,16.394,16.351,16.308,16.268,16.231,16.197,16.167,16.143,16.124,16.11,16.103,16.102,16.107,16.118,16.136,16.16,16.19,16.225,16.267,16.313,16.366,16.423,16.485,16.551,16.622,16.696,16.774,16.856,16.941,17.029,17.119,17.212,17.307,17.404,17.503,17.605,17.707,17.81,17.915,18.021,18.127,18.235,18.343,18.451,18.559,18.669,18.777,18.886,18.995,19.104,19.212,19.321,19.429,19.536,19.643,19.75,19.856,19.96,20.064,20.167,20.27,20.372,20.473,20.573,20.672,20.771,20.868,20.963,21.059,21.153,21.246,21.338,21.428,21.518,21.606,21.694,21.78,21.865,21.949,22.032,22.114,22.195,22.274,22.353,22.43,22.506,22.581,22.655,22.728,22.8,22.87,22.94,23.008,23.076,23.142,23.207,23.272,23.335,23.397,23.458,23.518,23.577,23.635,23.692,23.749,23.804,23.858,23.912,23.964,24.015,24.067,24.117,24.166,24.213,24.26,24.307,24.352,24.396,24.44,24.485,24.527,24.569,24.608,24.649,24.688,24.728,24.765,24.801,24.838,24.874,24.91,24.944,24.978,25.011,25.044,25.076,25.106,25.137,25.167,25.199,25.228,25.257,25.285,25.312,25.339,25.365,25.391,25.417,25.442
23.642,23.587,23.53,23.473,23.415,23.356,23.297,23.236,23.174,23.112,23.049,22.984,22.919,22.853,22.786,22.718,22.649,22.58,22.509,22.437,22.365,22.292,22.217,22.142,22.066,21.989,21.911,21.832,21.752,21.671,21.589,21.507,21.423,21.339,21.254,21.168,21.081,20.994,20.905,20.816,20.726,20.635,20.544,20.452,20.359,20.265,20.171,20.076,19.981,19.885,19.788,19.691,19.593,19.495,19.397,19.298,19.199,19.099,19,18.9,18.8,18.7,18.599,18.499,18.399,18.299,18.199,18.099,18,17.9,17.802,17.703,17.606,17.508,17.412,17.316,17.222,17.128,17.035,16.943,16.852,16.763,16.675,16.589,16.504,16.421,16.339,16.259,16.182,16.106,16.033,15.962,15.894,15.828,15.764,15.704,15.646,15.592,15.54,15.492,15.448,15.407,15.369,15.336,15.306,15.281,15.259,15.242,15.23,15.222,15.218,15.22,15.226,15.237,15.253,15.274,15.3,15.331,15.367,15.408,15.453,15.503,15.558,15.616,15.678,15.744,15.812,15.882,15.954,16.026,16.098,16.169,16.238,16.304,16.366,16.422,16.473,16.517,16.554,16.582,16.602,16.613,16.617,16.611,16.599,16.579,16.552,16.521,16.485,16.446,16.405,16.363,16.321,16.28,16.242,16.206,16.174,16.146,16.123,16.106,16.094,16.088,16.089,16.095,16.108,16.127,16.152,16.183,16.22,16.262,16.31,16.363,16.421,16.484,16.551,16.622,16.698,16.776,16.859,16.944,17.033,17.123,17.217,17.312,17.41,17.51,17.611,17.713,17.817,17.922,18.028,18.135,18.243,18.351,18.459,18.568,18.677,18.786,18.895,19.005,19.113,19.222,19.331,19.438,19.545,19.653,19.759,19.865,19.97,20.074,20.177,20.28,20.382,20.483,20.583,20.681,20.78,20.878,20.973,21.068,21.162,21.255,21.346,21.437,21.527,21.615,21.702,21.789,21.874,21.958,22.041,22.122,22.203,22.282,22.361,22.438,22.514,22.589,22.663,22.735,22.807,22.878,22.947,23.015,23.083,23.149,23.214,23.278,23.341,23.403,23.464,23.524,23.583,23.641,23.698,23.755,23.81,23.864,23.917,23.969,24.022,24.073,24.122,24.171,24.218,24.265,24.311,24.357,24.401,24.445,24.49,24.532,24.573,24.612,24.654,24.692,24.732,24.769,24.805,24.842,24.878,24.913,24.948,24.981,25.015,25.047,25.078,25.109,25.14,25.17,25.202,25.231,25.26,25.288,25.315,25.342,25.368,25.394,25.419,25.444
23.643,23.587,23.531,23.474,23.416,23.357,23.297,23.237,23.175,23.113,23.049,22.985,22.92,22.854,22.787,22.719,22.65,22.581,22.51,22.438,22.366,22.293,22.218,22.143,22.067,21.99,21.912,21.833,21.753,21.672,21.591,21.508,21.425,21.34,21.255,21.169,21.083,20.995,20.907,20.817,20.727,20.637,20.545,20.453,20.36,20.267,20.172,20.078,19.982,19.886,19.789,19.692,19.595,19.497,19.398,19.299,19.2,19.101,19.001,18.901,18.801,18.701,18.601,18.5,18.4,18.3,18.2,18.1,18.001,17.902,17.803,17.705,17.607,17.51,17.413,17.317,17.223,17.129,17.036,16.944,16.853,16.764,16.676,16.589,16.504,16.421,16.339,16.26,16.182,16.106,16.033,15.962,15.893,15.827,15.763,15.703,15.645,15.59,15.539,15.49,15.445,15.404,15.366,15.332,15.303,15.277,15.255,15.237,15.224,15.216,15.212,15.213,15.218,15.229,15.244,15.264,15.289,15.319,15.354,15.394,15.439,15.487,15.541,15.598,15.659,15.723,15.789,15.858,15.928,15.999,16.07,16.139,16.206,16.271,16.331,16.387,16.436,16.479,16.515,16.542,16.562,16.573,16.576,16.571,16.559,16.54,16.514,16.484,16.449,16.412,16.372,16.332,16.291,16.252,16.215,16.181,16.151,16.125,16.104,16.088,16.078,16.074,16.076,16.084,16.098,16.118,16.144,16.176,16.214,16.258,16.307,16.361,16.42,16.483,16.551,16.623,16.699,16.779,16.862,16.948,17.037,17.128,17.222,17.318,17.416,17.516,17.618,17.72,17.825,17.93,18.036,18.143,18.251,18.36,18.468,18.577,18.686,18.795,18.905,19.014,19.123,19.231,19.34,19.448,19.555,19.662,19.769,19.874,19.979,20.084,20.187,20.29,20.391,20.492,20.592,20.692,20.789,20.887,20.982,21.077,21.171,21.264,21.355,21.446,21.535,21.624,21.711,21.797,21.882,21.966,22.049,22.13,22.211,22.29,22.369,22.446,22.522,22.596,22.67,22.743,22.814,22.885,22.954,23.022,23.089,23.156,23.221,23.285,23.348,23.41,23.471,23.53,23.589,23.647,23.704,23.761,23.816,23.87,23.923,23.975,24.028,24.078,24.127,24.176,24.223,24.27,24.316,24.361,24.406,24.449,24.494,24.536,24.577,24.617,24.658,24.697,24.736,24.773,24.809,24.846,24.882,24.917,24.951,24.985,25.018,25.051,25.082,25.113,25.143,25.174,25.205,25.234,25.263,25.29,25.318,25.345,25.371,25.397,25.422,25.447
23.644,23.588,23.532,23.475,23.417,23.358,23.298,23.238,23.176,23.114,23.05,22.986,22.921,22.855,22.788,22.72,22.651,22.582,22.511,22.439,22.367,22.294,22.219,22.144,22.068,21.991,21.913,21.834,21.754,21.673,21.592,21.509,21.426,21.342,21.257,21.171,21.084,20.996,20.908,20.819,20.729,20.638,20.547,20.454,20.362,20.268,20.174,20.079,19.984,19.887,19.791,19.694,19.596,19.498,19.4,19.301,19.202,19.102,19.003,18.903,18.803,18.702,18.602,18.502,18.402,18.302,18.201,18.102,18.002,17.903,17.804,17.706,17.608,17.511,17.414,17.319,17.224,17.13,17.037,16.945,16.854,16.765,16.676,16.59,16.505,16.421,16.34,16.26,16.182,16.106,16.033,15.961,15.893,15.826,15.763,15.702,15.644,15.589,15.537,15.488,15.443,15.401,15.364,15.329,15.299,15.273,15.251,15.233,15.219,15.21,15.206,15.206,15.211,15.22,15.235,15.254,15.279,15.308,15.342,15.381,15.424,15.472,15.524,15.58,15.639,15.702,15.767,15.834,15.903,15.972,16.041,16.109,16.175,16.238,16.297,16.351,16.399,16.441,16.476,16.503,16.522,16.534,16.537,16.532,16.52,16.501,16.477,16.447,16.414,16.378,16.34,16.301,16.262,16.225,16.19,16.157,16.129,16.104,16.085,16.071,16.062,16.06,16.063,16.072,16.088,16.109,16.137,16.17,16.209,16.254,16.304,16.359,16.419,16.483,16.552,16.625,16.701,16.781,16.865,16.951,17.041,17.132,17.227,17.324,17.422,17.522,17.624,17.728,17.832,17.938,18.044,18.152,18.259,18.368,18.477,18.586,18.695,18.805,18.914,19.023,19.132,19.241,19.35,19.458,19.565,19.672,19.779,19.884,19.989,20.093,20.197,20.299,20.401,20.502,20.602,20.701,20.799,20.896,20.991,21.086,21.18,21.273,21.364,21.455,21.544,21.633,21.72,21.806,21.891,21.974,22.057,22.139,22.219,22.298,22.376,22.453,22.529,22.604,22.678,22.75,22.822,22.892,22.961,23.029,23.096,23.162,23.227,23.291,23.354,23.416,23.477,23.537,23.595,23.653,23.71,23.767,23.821,23.875,23.928,23.98,24.033,24.083,24.132,24.181,24.228,24.275,24.321,24.366,24.41,24.454,24.498,24.54,24.582,24.621,24.663,24.701,24.74,24.776,24.813,24.85,24.886,24.921,24.955,24.989,25.022,25.054,25.085,25.116,25.147,25.177,25.208,25.237,25.266,25.293,25.321,25.348,25.374,25.399,25.425,25.45
23.644,23.589,23.533,23.476,23.418,23.359,23.299,23.238,23.177,23.114,23.051,22.987,22.922,22.856,22.789,22.721,22.652,22.583,22.512,22.44,22.368,22.295,22.22,22.145,22.069,21.992,21.914,21.835,21.755,21.675,21.593,21.511,21.427,21.343,21.258,21.172,21.085,20.998,20.909,20.82,20.73,20.639,20.548,20.456,20.363,20.269,20.175,20.08,19.985,19.889,19.792,19.695,19.598,19.5,19.401,19.302,19.203,19.104,19.004,18.904,18.804,18.704,18.604,18.503,18.403,18.303,18.203,18.103,18.004,17.904,17.805,17.707,17.609,17.512,17.415,17.32,17.225,17.131,17.038,16.946,16.855,16.765,16.677,16.591,16.505,16.422,16.34,16.26,16.182,16.106,16.033,15.961,15.892,15.826,15.762,15.701,15.642,15.587,15.535,15.486,15.441,15.399,15.361,15.326,15.295,15.269,15.246,15.228,15.214,15.204,15.199,15.199,15.203,15.212,15.226,15.244,15.268,15.296,15.329,15.367,15.409,15.456,15.507,15.562,15.62,15.681,15.745,15.811,15.878,15.945,16.013,16.079,16.144,16.205,16.263,16.316,16.363,16.404,16.438,16.464,16.483,16.494,16.497,16.493,16.481,16.463,16.44,16.412,16.379,16.344,16.308,16.27,16.233,16.198,16.164,16.134,16.107,16.084,16.066,16.054,16.047,16.046,16.051,16.061,16.078,16.101,16.13,16.164,16.204,16.25,16.301,16.357,16.418,16.483,16.552,16.626,16.703,16.784,16.868,16.955,17.045,17.137,17.232,17.329,17.428,17.529,17.631,17.735,17.84,17.946,18.052,18.16,18.268,18.377,18.486,18.595,18.704,18.814,18.923,19.033,19.141,19.25,19.359,19.467,19.574,19.682,19.788,19.893,19.999,20.103,20.206,20.309,20.41,20.511,20.611,20.71,20.808,20.904,21.001,21.095,21.189,21.282,21.373,21.464,21.553,21.641,21.728,21.814,21.899,21.983,22.065,22.147,22.227,22.306,22.384,22.461,22.537,22.612,22.685,22.758,22.829,22.899,22.968,23.036,23.103,23.169,23.234,23.298,23.361,23.422,23.483,23.543,23.602,23.659,23.716,23.773,23.827,23.881,23.934,23.985,24.038,24.088,24.138,24.186,24.233,24.28,24.326,24.371,24.415,24.46,24.503,24.545,24.586,24.626,24.665,24.705,24.745,24.78,24.817,24.854,24.889,24.924,24.959,24.992,25.025,25.058,25.088,25.119,25.15,25.18,25.212,25.24,25.269,25.296,25.324,25.35,25.377,25.402,25.427,25.452
23.645,23.59,23.533,23.476,23.418,23.36,23.3,23.239,23.178,23.115,23.052,22.988,22.923,22.857,22.79,22.722,22.653,22.584,22.513,22.442,22.369,22.296,22.221,22.146,22.07,21.993,21.915,21.836,21.756,21.676,21.594,21.512,21.428,21.344,21.259,21.173,21.086,20.999,20.911,20.821,20.731,20.641,20.549,20.457,20.364,20.271,20.177,20.082,19.986,19.89,19.794,19.697,19.599,19.501,19.403,19.304,19.205,19.105,19.006,18.906,18.806,18.705,18.605,18.505,18.405,18.304,18.204,18.104,18.005,17.906,17.807,17.708,17.611,17.513,17.417,17.321,17.226,17.132,17.039,16.947,16.856,16.766,16.678,16.591,16.506,16.422,16.34,16.26,16.182,16.106,16.032,15.961,15.892,15.825,15.761,15.7,15.641,15.586,15.534,15.484,15.439,15.396,15.358,15.323,15.292,15.265,15.242,15.223,15.208,15.198,15.193,15.192,15.195,15.204,15.217,15.235,15.257,15.285,15.317,15.354,15.395,15.441,15.49,15.544,15.601,15.66,15.723,15.787,15.853,15.919,15.985,16.05,16.113,16.173,16.229,16.281,16.327,16.367,16.4,16.426,16.445,16.455,16.459,16.454,16.443,16.426,16.403,16.376,16.345,16.311,16.276,16.24,16.205,16.171,16.139,16.11,16.085,16.064,16.048,16.037,16.032,16.032,16.038,16.05,16.069,16.093,16.123,16.158,16.2,16.246,16.298,16.355,16.417,16.483,16.553,16.627,16.705,16.787,16.872,16.959,17.049,17.143,17.238,17.335,17.434,17.536,17.639,17.742,17.847,17.953,18.06,18.168,18.277,18.386,18.494,18.604,18.714,18.823,18.933,19.042,19.151,19.26,19.369,19.477,19.584,19.691,19.798,19.903,20.009,20.113,20.216,20.319,20.42,20.521,20.621,20.72,20.818,20.914,21.01,21.105,21.198,21.291,21.382,21.473,21.562,21.65,21.737,21.823,21.908,21.991,22.074,22.155,22.235,22.314,22.392,22.469,22.545,22.619,22.693,22.765,22.836,22.906,22.975,23.043,23.11,23.176,23.241,23.305,23.367,23.429,23.49,23.549,23.608,23.665,23.722,23.778,23.833,23.887,23.939,23.991,24.044,24.094,24.143,24.191,24.238,24.285,24.331,24.376,24.42,24.465,24.508,24.549,24.591,24.63,24.669,24.709,24.749,24.784,24.821,24.858,24.893,24.928,24.962,24.996,25.029,25.061,25.092,25.123,25.153,25.183,25.215,25.243,25.272,25.299,25.327,25.353,25.379,25.405,25.43,25.455
23.646,23.59,23.534,23.477,23.419,23.36,23.301,23.24,23.179,23.116,23.053,22.989,22.924,22.858,22.791,22.723,22.654,22.585,22.514,22.443,22.37,22.297,22.223,22.147,22.071,21.994,21.916,21.837,21.758,21.677,21.595,21.513,21.43,21.345,21.26,21.175,21.088,21,20.912,20.823,20.733,20.642,20.551,20.459,20.366,20.272,20.178,20.083,19.988,19.892,19.795,19.698,19.601,19.503,19.404,19.305,19.206,19.107,19.007,18.907,18.807,18.707,18.607,18.506,18.406,18.306,18.206,18.106,18.006,17.907,17.808,17.71,17.612,17.515,17.418,17.322,17.227,17.133,17.04,16.948,16.857,16.767,16.679,16.592,16.507,16.423,16.341,16.261,16.183,16.106,16.032,15.961,15.891,15.824,15.76,15.699,15.64,15.584,15.532,15.483,15.437,15.394,15.355,15.32,15.288,15.261,15.237,15.218,15.203,15.193,15.186,15.185,15.188,15.195,15.208,15.225,15.247,15.273,15.305,15.34,15.381,15.425,15.473,15.526,15.581,15.64,15.701,15.764,15.828,15.893,15.957,16.021,16.082,16.141,16.196,16.246,16.292,16.33,16.363,16.388,16.406,16.417,16.42,16.416,16.406,16.389,16.367,16.341,16.311,16.279,16.245,16.211,16.177,16.145,16.115,16.087,16.064,16.044,16.03,16.021,16.017,16.018,16.026,16.04,16.06,16.085,16.116,16.153,16.195,16.243,16.296,16.353,16.416,16.483,16.554,16.629,16.707,16.79,16.875,16.964,17.054,17.148,17.244,17.341,17.441,17.543,17.646,17.75,17.855,17.961,18.069,18.177,18.285,18.394,18.504,18.613,18.723,18.833,18.942,19.052,19.161,19.27,19.379,19.487,19.594,19.701,19.808,19.913,20.018,20.123,20.226,20.328,20.43,20.531,20.63,20.729,20.827,20.923,21.019,21.114,21.208,21.3,21.392,21.482,21.571,21.659,21.746,21.832,21.916,22,22.082,22.163,22.244,22.322,22.4,22.477,22.553,22.627,22.7,22.773,22.844,22.914,22.983,23.05,23.117,23.183,23.248,23.311,23.374,23.435,23.496,23.555,23.614,23.671,23.728,23.784,23.839,23.892,23.945,23.996,24.049,24.099,24.148,24.196,24.243,24.29,24.336,24.38,24.424,24.47,24.512,24.554,24.595,24.635,24.674,24.714,24.753,24.788,24.825,24.862,24.897,24.932,24.966,24.999,25.032,25.064,25.095,25.126,25.157,25.186,25.218,25.247,25.275,25.302,25.33,25.356,25.382,25.408,25.433,25.457
23.647,23.591,23.535,23.478,23.42,23.361,23.302,23.241,23.18,23.117,23.054,22.99,22.925,22.859,22.792,22.724,22.655,22.586,22.515,22.444,22.371,22.298,22.224,22.148,22.072,21.995,21.917,21.839,21.759,21.678,21.597,21.514,21.431,21.347,21.262,21.176,21.089,21.002,20.913,20.824,20.734,20.644,20.552,20.46,20.367,20.274,20.179,20.085,19.989,19.893,19.797,19.7,19.602,19.504,19.406,19.307,19.208,19.108,19.009,18.909,18.809,18.708,18.608,18.508,18.407,18.307,18.207,18.107,18.008,17.908,17.81,17.711,17.613,17.516,17.419,17.323,17.228,17.134,17.041,16.949,16.858,16.768,16.68,16.593,16.507,16.423,16.341,16.261,16.183,16.106,16.032,15.96,15.891,15.824,15.76,15.698,15.639,15.583,15.53,15.481,15.434,15.392,15.352,15.317,15.285,15.257,15.233,15.213,15.198,15.187,15.18,15.178,15.18,15.187,15.199,15.215,15.236,15.262,15.292,15.327,15.366,15.41,15.457,15.508,15.562,15.62,15.679,15.741,15.803,15.867,15.93,15.992,16.052,16.109,16.163,16.212,16.256,16.294,16.326,16.351,16.368,16.379,16.382,16.379,16.369,16.353,16.332,16.306,16.278,16.247,16.215,16.182,16.149,16.119,16.09,16.065,16.043,16.025,16.012,16.004,16.002,16.006,16.014,16.029,16.05,16.077,16.109,16.147,16.191,16.239,16.293,16.352,16.415,16.483,16.555,16.631,16.71,16.793,16.878,16.968,17.059,17.153,17.249,17.347,17.448,17.549,17.653,17.757,17.863,17.97,18.077,18.185,18.294,18.403,18.513,18.622,18.732,18.842,18.952,19.062,19.171,19.279,19.389,19.496,19.604,19.711,19.818,19.923,20.028,20.132,20.236,20.338,20.44,20.54,20.64,20.739,20.837,20.933,21.029,21.124,21.217,21.309,21.401,21.491,21.58,21.668,21.755,21.84,21.925,22.008,22.091,22.172,22.252,22.331,22.408,22.485,22.56,22.635,22.708,22.78,22.851,22.921,22.99,23.058,23.124,23.19,23.254,23.318,23.38,23.442,23.502,23.562,23.62,23.677,23.734,23.79,23.844,23.898,23.95,24.002,24.055,24.104,24.153,24.201,24.248,24.295,24.34,24.385,24.429,24.474,24.517,24.558,24.6,24.639,24.678,24.718,24.755,24.792,24.829,24.865,24.901,24.936,24.97,25.003,25.036,25.068,25.099,25.129,25.16,25.19,25.221,25.25,25.278,25.305,25.332,25.359,25.385,25.411,25.436,25.46
